Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
1,16:52:57.064734,16:53:42.663084,1,-1.0
1,16:52:57.064734,16:53:42.957453,1,-1.0
1,16:52:57.064734,16:53:43.240663,1,-1.0
1,16:52:57.064734,16:53:43.583405,1,-1.0
1,16:52:57.064734,16:53:43.970566,1,-1.0
1,16:52:57.064734,16:53:44.226616,1,-1.0
1,16:52:57.064734,16:53:44.528279,1,-1.0
1,16:52:57.064734,16:53:44.804703,1,-1.0
1,16:52:57.064734,16:53:45.093783,1,-1.0
1,16:52:57.064734,16:53:45.371045,1,-1.0
1,16:52:57.064734,16:53:45.684066,1,-1.0
1,16:52:57.064734,16:53:45.967043,1,-1.0
1,16:52:57.064734,16:53:46.236497,1,-1.0
1,16:52:57.064734,16:53:46.502422,1,-1.0
1,16:52:57.064734,16:53:46.809774,1,-1.0
1,16:52:57.064734,16:53:47.133601,1,-1.0
1,16:52:57.064734,16:53:47.472735,1,-1.0
1,16:52:57.064734,16:53:48.490815,1,-1.0
Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
2,16:53:48.500103,16:53:52.840411,1,-1.0
2,16:53:48.500103,16:53:53.227154,1,-1.0
2,16:53:48.500103,16:53:53.523823,1,-1.0
2,16:53:48.500103,16:53:53.830268,1,-1.0
2,16:53:48.500103,16:53:54.134461,1,-1.0
2,16:53:48.500103,16:53:54.407505,1,-1.0
2,16:53:48.500103,16:53:54.672521,1,-1.0
2,16:53:48.500103,16:53:54.914119,1,-1.0
2,16:53:48.500103,16:53:55.197587,1,-1.0
2,16:53:48.500103,16:53:55.452636,1,-1.0
2,16:53:48.500103,16:53:55.697119,1,-1.0
2,16:53:48.500103,16:53:55.903519,1,-1.0
2,16:53:48.500103,16:53:56.128712,1,-1.0
2,16:53:48.500103,16:53:56.384177,1,-1.0
2,16:53:48.500103,16:53:56.782545,1,-1.0
2,16:53:48.500103,16:53:57.117365,1,-1.0
2,16:53:48.500103,16:53:57.496315,1,-1.0
2,16:53:48.500103,16:53:57.614716,-1,-1.0
2,16:53:48.500103,16:53:57.902785,-1,-1.0
2,16:53:48.500103,16:53:58.189843,-1,-1.0
2,16:53:48.500103,16:53:58.484692,-1,-1.0
2,16:53:48.500103,16:53:58.860687,-1,-1.0
2,16:53:48.500103,16:53:59.195933,-1,-1.0
2,16:53:48.500103,16:53:59.522924,-1,-1.0
2,16:53:48.500103,16:53:59.843251,-1,-1.0
2,16:53:48.500103,16:54:00.129298,-1,-1.0
2,16:53:48.500103,16:54:00.323008,1,-1.0
2,16:53:48.500103,16:54:00.665029,-1,-1.0
2,16:53:48.500103,16:54:00.963325,-1,-1.0
2,16:53:48.500103,16:54:01.134363,1,-1.0
2,16:53:48.500103,16:54:01.513477,1,-1.0
2,16:53:48.500103,16:54:01.745141,1,-1.0
2,16:53:48.500103,16:54:01.979306,1,-1.0
2,16:53:48.500103,16:54:02.207563,1,-1.0
2,16:53:48.500103,16:54:02.510830,1,-1.0
2,16:53:48.500103,16:54:02.754124,1,-1.0
2,16:53:48.500103,16:54:03.030171,1,-1.0
2,16:53:48.500103,16:54:03.294500,1,-1.0
2,16:53:48.500103,16:54:03.532626,1,-1.0
2,16:53:48.500103,16:54:03.860625,1,-1.0
2,16:53:48.500103,16:54:04.094609,1,-1.0
2,16:53:48.500103,16:54:04.351569,1,-1.0
2,16:53:48.500103,16:54:04.590579,1,-1.0
2,16:53:48.500103,16:54:04.847023,1,-1.0
2,16:53:48.500103,16:54:05.091493,1,-1.0
2,16:53:48.500103,16:54:05.341207,1,-1.0
2,16:53:48.500103,16:54:05.589839,1,-1.0
2,16:53:48.500103,16:54:05.917480,1,-1.0
2,16:53:48.500103,16:54:06.197893,1,-1.0
2,16:53:48.500103,16:54:06.462953,1,-1.0
2,16:53:48.500103,16:54:06.715385,1,-1.0
2,16:53:48.500103,16:54:06.983809,1,-1.0
2,16:53:48.500103,16:54:07.268115,1,-1.0
2,16:53:48.500103,16:54:07.517336,1,-1.0
2,16:53:48.500103,16:54:07.798173,1,-1.0
2,16:53:48.500103,16:54:08.077985,1,-1.0
2,16:53:48.500103,16:54:08.364102,1,-1.0
2,16:53:48.500103,16:54:08.650084,1,-1.0
2,16:53:48.500103,16:54:08.937203,1,-1.0
2,16:53:48.500103,16:54:09.263486,1,-1.0
2,16:53:48.500103,16:54:09.542044,1,-1.0
2,16:53:48.500103,16:54:09.859968,1,-1.0
2,16:53:48.500103,16:54:10.286968,1,-1.0
2,16:53:48.500103,16:54:10.862492,1,-1.0
2,16:53:48.500103,16:54:11.261733,-1,-1.0
2,16:53:48.500103,16:54:11.478842,-1,-1.0
2,16:53:48.500103,16:54:11.821323,-1,-1.0
2,16:53:48.500103,16:54:12.250216,1,-1.0
2,16:53:48.500103,16:54:12.590112,1,-1.0
2,16:53:48.500103,16:54:12.894251,1,-1.0
2,16:53:48.500103,16:54:13.146506,1,-1.0
2,16:53:48.500103,16:54:13.525734,1,-1.0
2,16:53:48.500103,16:54:13.750164,1,-1.0
2,16:53:48.500103,16:54:14.071066,1,-1.0
2,16:53:48.500103,16:54:14.398448,1,-1.0
2,16:53:48.500103,16:54:14.729358,1,-1.0
2,16:53:48.500103,16:54:15.060727,1,-1.0
2,16:53:48.500103,16:54:15.396489,1,-1.0
2,16:53:48.500103,16:54:15.775220,1,-1.0
2,16:53:48.500103,16:54:16.113489,1,-1.0
2,16:53:48.500103,16:54:16.407259,1,-1.0
2,16:53:48.500103,16:54:16.779810,1,-1.0
2,16:53:48.500103,16:54:17.093985,1,-1.0
2,16:53:48.500103,16:54:17.390462,1,-1.0
2,16:53:48.500103,16:54:17.779430,1,-1.0
2,16:53:48.500103,16:54:18.054739,1,-1.0
2,16:53:48.500103,16:54:18.433786,1,-1.0
2,16:53:48.500103,16:54:18.696423,1,-1.0
2,16:53:48.500103,16:54:19.034502,1,-1.0
2,16:53:48.500103,16:54:19.319880,1,-1.0
2,16:53:48.500103,16:54:19.698586,1,-1.0
2,16:53:48.500103,16:54:19.983454,1,-1.0
2,16:53:48.500103,16:54:20.354424,1,-1.0
2,16:53:48.500103,16:54:20.728770,1,-1.0
2,16:53:48.500103,16:54:21.144907,1,-1.0
