Episode,Ep start ts,Feedback ts,Human Reward,Environment Reward
2,16:44:03.446471,16:44:33.694125,1,-1.0
2,16:44:03.446471,16:44:34.006561,1,-1.0
2,16:44:03.446471,16:44:34.343613,1,-1.0
2,16:44:03.446471,16:44:34.659547,1,-1.0
2,16:44:03.446471,16:44:34.947035,1,-1.0
2,16:44:03.446471,16:44:35.267211,1,-1.0
2,16:44:03.446471,16:44:35.578854,1,-1.0
2,16:44:03.446471,16:44:35.905031,1,-1.0
2,16:44:03.446471,16:44:36.221851,1,-1.0
2,16:44:03.446471,16:44:36.541584,1,-1.0
2,16:44:03.446471,16:44:36.924800,1,-1.0
2,16:44:03.446471,16:44:38.031095,1,-1.0
